No,Ulasan,Translate_Ulasan,VADER A,VADER B,MANUAL
3434,Sudah hampir sehari pengajuan mbanking saya atau no rek saya belum di setujui. Pdahal sudah video call dengan CS nya.,It's been almost a day since my banking application or account number has not been approved. Even though I already had a video call with the CS.,negatif,netral,negatif
3435,Memudahkan trnsaksi,Facilitate transactions,netral,netral,positif
3436,Ko errror terus ya,This is erroteru s ya,netral,netral,negatif
3437,1. Sudah telepon operator 1404 2. Sudah kirim email 3. Sudah mengikuti semua langkah-langkah Tapi tetap tidak bisa 4. Hp merk mi 8 Android OS 8 5. Tinggal langkah terakhir datang ke bank langsung,1. Have called operator 1404 2. Have sent an email 3. Have followed all the steps but it still doesn't work 4. The cellphone is Mi 8 Android OS 8 5. The last step remains to go to the bank directly,netral,netral,negatif
3438,Min ini kenapa ya aplikasi nya..baru mau login langsung keluar lagi dari aplikas nya.. sampe di install ulang tetep aja kaya gitu ..,"Min, what's wrong with the application... just when I want to log in it immediately exits the application... until I reinstall it, it's still like that...",negatif,netral,negatif
3439,Sering banget error dan semakin parah aja aplikasinya.,There are very frequent errors and the application is getting worse.,negatif,negatif,negatif
3440,"Aplikasi paling lelet padahal sudah sering di update, tapi masih susah login Kenapa sekarang aplikasi nya susah buat login","The application is the slowest even though it has been updated frequently, but it is still difficult to log in. Why is the application difficult to log in to now?",negatif,netral,negatif
3441,Mantap,Great,positif,positif,positif
3442,Berfungsi baik,Works well,positif,positif,positif
3443,APLIKASI SUSAH PACODE OTP BURUKKKK SAYA KASIH R2,DIFFICULT APPLICATION PACODE OTP BAD I LOVE R2,negatif,netral,negatif
3444,Mantap,Great,positif,positif,positif
3445,sgt mudah dan simpleðŸ˜,really easy and simple😁,positif,positif,positif
3446,Nape lg ini g bisa diakses,"Unfortunately, this can't be accessed",negatif,netral,negatif
3447,Kalau login kenapa selalu keluar sendiri ya ?,"When you log in, why does it always log out by itself?",netral,netral,negatif
3448,Rekom pisan,Highly recommended,positif,positif,positif
3449,"Login tdk bisa,coba utk uninstall sdh seharian msh muter2,kirain hp yg eror tnyata emg aplikasinya eror..","I can't log in, I tried to uninstall it, but I've been playing all day, I thought it was an error on my cellphone, but in fact the application actually had an error...",negatif,netral,negatif
3450,"Mau transfer malah bilang pin salah,padahal sudah bner pin yg dimasukkan.","When I want to transfer, it says the PIN is wrong, even though the correct PIN has been entered.",negatif,netral,negatif
3451,Mantap,Great,positif,positif,positif
3452,Kenapa setiap buka aplikasinya selalu keluar sendiri ðŸ˜®â€ðŸ’¨,Why is it that every time you open the application it always exits by itself 😮‍💨,netral,netral,negatif
3453,Memudahkan saya dalam transaksi,Makes transactions easier for me,positif,positif,positif
3454,Very smart,Very smart,positif,positif,positif
3455,Salah pass aja hun call kurang peraktis kan ada email sama kirim sms. Jadi report amat yaah ini aplikasi,"Just pass it wrong, hun, the call is not practical enough, there are emails and sending SMS. So really report this application",negatif,netral,negatif
3456,Sangat mudah dan cepat.,Very easy and fast.,positif,positif,positif
3457,"Ini kenapa tiba2 saya ga bisa login, baru klik menu rekening langsung keluar, periksa semua memory masih sangat cukup, uninstall dan install ulang juga sudah. Wah parah sih ini . jangan sampe tiba2 saldo saya hilang.","This is why suddenly I couldn't log in, just clicked on the account menu and immediately exited, checked that all the memory was still sufficient, uninstalled and reinstalled that too. Wow, this is serious. Don't let my balance suddenly disappear.",positif,netral,negatif
3458,"Mudah penggunaannya,internet slalu stabil, thanks cimb, sukses selalu:)","Easy to use, internet is always stable, thanks CIMB, always successful :)",positif,positif,positif
3459,Cepat transaksinya,Fast transaction,netral,netral,positif
3460,Ok sangat membantu dan tanpa ke sana ke sini,Ok very helpful and without going here and there,positif,positif,positif
3461,"Kenapa saya tidak bisa akses aplikasi ini ,,",Why can't I access this application...,netral,netral,negatif
3462,Susah login,Difficult to log in,negatif,negatif,negatif
3463,Bagus,Good,positif,positif,positif
3464,Kenapa ya kok habis update hp tidak suport? Hp poco x3 pro,Why is it that after the update the cellphone doesn't support it? Poco x3 pro cellphone,negatif,netral,negatif
3465,Semakin di kedepan semakin susah dulu bisa telpon lewt jaringan internet sekarang harus pake pulsa Mudah mudahan ke depanya bisa telfon lewt jaringan internet agar lebih muda berkominikasi tdk harus ngeluarin pulsa biyaya lg hadehh saya kurangi. Bintangnya,"In the future, it will be increasingly difficult to make calls via the internet, now you have to use credit. Hopefully in the future you will be able to make calls via the internet so that you can communicate more easily without having to spend credit, I'll reduce the costs. The star",positif,netral,negatif
3466,Alhamdulillaah bersama CIMB Niaga ngga ribet ngga banyak biaya adminnya..moga semakin jaya sukses selalu sejahtera semuah karyawannya..aaamiiinðŸ¤²ðŸ‘ðŸ‘ðŸ™,"Thank God, with CIMB Niaga, it's not complicated, there's not a lot of admin costs..hopefully all the employees will be more successful and prosperous..aaamiiin🤲👍👍🙏",positif,positif,positif
3467,Top up apapun jd mudah skrg lewat octo ðŸ‘,Top up anything is easy now via octo 👍,positif,positif,positif
3468,Mantap ðŸ‘ðŸ‘ðŸ‘ðŸ‘,Great 👍👍👍👍,positif,positif,positif
3469,Terima kasih octoðŸ‘ Sangat membantu dan sangat mudah transaksi transfer ke semua rekening.,Thank you octo👍 Very helpful and very easy transfer transactions to all accounts.,positif,positif,positif
3470,Kenapa tidak bisa di buka APLIKASINYA,Why can't I open the APP?,netral,netral,negatif
3471,setelah update versi malah perangkat tidak dapat di gunakan mengakses octo ....,"After updating the version, the device cannot be used to access Octo...",netral,netral,negatif
3472,Agak lemot aplikasi nya,The application is a bit slow,netral,netral,netral
3473,Sangat jelekkkk,Very bad,negatif,negatif,negatif
3474,"Kenapa mengurus rakening yang tercecer harus pakai ktp yang asli, sedangkan negara ini melakukan yang digital, mau bikin ktp yang asli juga gabisa dari capilnya, ribet! Ga di sediain yang pake digital","Why do you have to use an original ID card to take care of the scattered raking, when this country uses a digital one, you can't even get a real ID card from the stamp, it's complicated! Not provided for digital use",positif,netral,negatif
3475,Repot banget,Very troublesome,negatif,negatif,negatif
3476,Makin kesini makin lemot aplikasi nya,"The further you go, the slower the application becomes",netral,netral,negatif
3477,ðŸ‘,👍,netral,netral,positif
3478,Aplikasi ini membingungkan loh update2 udah berapa kali coba toi kok ya tetep aja ya kalau niat memberikan layanan mobile banking yg niatnya mempermudah nasabah ya tapi tambah jangan mempersulit dong padahal saya mau ubah cicilan loh,"This application is confusing, how many times have I tried it, it still doesn't matter if the intention is to provide mobile banking services which are meant to make things easier for customers, but don't make it difficult, even though I want to change the installments, you know?",positif,netral,negatif
3479,Sudah banyak keluhan dan komplain tapi masih aja belum ada Perubahan. Harusnya segera di perbaiki biar tidak ada yang merasa kecewa.,There have been many complaints and complaints but there is still no change. It should be fixed immediately so that no one feels disappointed.,negatif,negatif,negatif
3480,habis update tidak bisa login,"After the update, I can't log in",netral,netral,negatif
3481,Ok,Ok,positif,positif,netral
3482,semakin diupdate bukannya semakin baik malah semakin buruk sekarang malah tidak bisa diakses sama sekali,"The more it is updated, it doesn't get better, it gets worse, now it can't even be accessed at all",negatif,netral,negatif
3483,"keseringan update ini ma masak baru buln kemaren d suruh update ini update lagi, belum sebulan ini maa mana hp butut,,,",This update is so frequent that I just cooked it last month. I told you to update this update again. It hasn't been a month since my cellphone is broken...,netral,netral,netral
3484,Sangat mudah penggunaannya dan fleksibel cepat dlm hal pembayaran via online,Very easy to use and flexible and fast in terms of online payments,positif,positif,positif
3485,"Aplikasi jelek, terlalu sering request update","Bad application, requests for updates too often",negatif,negatif,negatif
3486,Good,Good,positif,positif,positif
3487,sangat membantu,very helpful,positif,positif,positif
3488,"Pembaruan mulu sampe gak bisa dibuka lg, hadehhh nyesel buka cimb","It's been updating so much that I can't open it anymore, I regret opening CIMB",negatif,netral,negatif
3489,Knpa gak bisa masuk baru pencet apknya udah ada notif suruh hub 14041 apakah ada trobel.. udah hubungin emaih 14041 tapi tetep aja belum bisaa...,"Why can't I log in, just press the cell phone, there's a notification, tell me to call 14041, is there a problem... I've contacted email 14041, but it still doesn't work...",netral,netral,negatif
3490,Praktis dan lengkap,Practical and complete,netral,netral,positif
3491,Bagus sekali puas,"Very good, satisfied",positif,positif,positif
3492,Very good,Very good,positif,positif,positif
3493,"Halo ini kenapa ya, aplikasi minta di update. Giliran di update malah ga bisa di buka. Force close terus. Parah","Hello, why is this, the application is asking for an update. The turn to update can't even be opened. Keep force closing. Critical",negatif,netral,negatif
3494,"Min kenapa tidak bisa masuk aplikasi,force close terus ?","Min, why can't I enter the application, it keeps force closing?",netral,netral,negatif
3495,Dicoba dulu setelah update,Try it first after updating,netral,netral,netral
3496,Versi terbaru susah dibuka,The latest version is difficult to open,negatif,negatif,negatif
3497,"Untuk penggunaan lancar dan bagus,kalau boleh biaya transfer ke bank lain diturunin lagi min heheðŸ˜ðŸ™ðŸ»","For smooth and good use, if possible the transfer fee to another bank can be reduced further, min hehe😁🙏🏻",positif,netral,positif
3498,Mlah ga bisa di buka,It can't even be opened,netral,netral,negatif
3499,"Perbaiki aplikasi, setelah update force close terus","Repair the application, after updating the force close continues",netral,netral,negatif
3500,"Terlalu sering diupdate, bukan nya malah bagus, malah makin jelek","It's updated too often, it's not even good, it's actually getting worse",negatif,netral,negatif
3501,kok gk bisa d gunakan aplikasinya. apa yg terjadi,why can't I use the application? What happened,netral,netral,negatif
3502,Kekurangannya cuma 1 ga bisa bayar tagihan lazada sma shopee,The only drawback is that I can't pay my Lazada and Shopee bills,positif,netral,netral
3503,Keren,Keren,netral,netral,positif
3504,Jelek banget Selalu keluar sendiri aplikasinya,It's really bad. The application always exits by itself,negatif,netral,negatif
3505,Oke,Too much,netral,netral,netral
3506,Kapan benernya ini aplikasi gak bisa dibuka sama sekali perasaan perangkat gak jadul2 amad ampun dah,"When is it true that the application can't be opened at all, the device feels like it's not old school, my goodness",positif,netral,negatif
3507,Suka tapi knp keseringan minta update,I like it but why do I ask for updates so often?,positif,netral,netral
3508,"Kenapa harus ada pembaruan Lg. PD versi ini,setelah yg pertama kli. Padahal sdh lebih baik, bs cepat login dan bertransaksi. Kalau yg versi pertama2 itu emang sering bgt freez dan keluar sendiri. Skr minta update Lg, khawatir malah JD ssh d gunain","Why does there have to be an update? This PD version, after the first one. Even though it's better, you can quickly log in and make transactions. The first version really often freezes and comes out on its own. Now I'm asking for an update, I'm worried that JD will still be used",positif,netral,negatif
